SRC	TRG	PINYIN_STR	PINYIN_CHAR
w o l f e	沃 尔 夫	wo er fu	w o e r f u
a l e n a	阿 莱 纳	a lai na	a l a i n a
b e n f o r d	本 福 德	ben fu de	b e n f u d e
r o b o t h a m	罗 博 特 姆	luo bo te mu	l u o b o t e m u
e d d l e m a n	埃 德 尔 曼	ai de er man	a i d e e r m a n
d e a m	迪 姆	di mu	d i m u
p i l l	皮 尔	pi er	p i e r
m a a g e l	马 格 尔	ma ge er	m a g e e r
r a l l s	罗 尔 斯	luo er si	l u o e r s i
r a m o n d	雷 蒙 德	lei meng de	l e i m e n g d e
a n t h e i l	安 泰 尔	an tai er	a n t a i e r
s a n d e r s o n	桑 德 森	sang de sen	s a n g d e s e n
m e h a n	米 恩	mi en	m i e n
t e n n i t y	坦 尼 蒂	tan ni di	t a n n i d i
b i r d i n g	伯 丁	bo ding	b o d i n g
m a x i m	马 克 西 姆	ma ke xi mu	m a k e x i m u
t a p p r e l l	塔 普 雷 尔	ta pu lei er	t a p u l e i e r
r a n s o m e	兰 塞 姆	lan sai mu	l a n s a i m u
b e n a s	贝 纳 斯	bei na si	b e i n a s i
s t e i n d l e r	斯 坦 德 勒	si tan de le	s i t a n d e l e
d a r	达 尔	da er	d a e r
b e r g e l	伯 格 尔	bo ge er	b o g e e r
s c h r o t h	施 罗 特	shi luo te	s h i l u o t e
h a l e i g h	哈 莉	ha li	h a l i
g r e e n h a l g h	格 林 哈 尔 希	ge lin ha er xi	g e l i n h a e r x i
c h e n e t t e	切 尼 特	qie ni te	q i e n i t e
d u n b e c k	邓 贝 克	deng bei ke	d e n g b e i k e
r u e g g	鲁 格	lu ge	l u g e
d a n s o n	丹 森	dan sen	d a n s e n
b o d y	博 迪	bo di	b o d i
f e r r i g g i	费 里 吉	fei li ji	f e i l i j i
f o g e l	福 格 尔	fu ge er	f u g e e r
r o c k s a v a g e	罗 克 萨 维 奇	luo ke sa wei qi	l u o k e s a w e i q i
p r u n e l l a	普 鲁 内 拉	pu lu nei la	p u l u n e i l a
a s c h m a n	阿 什 曼	a shi man	a s h i m a n
b y s s h e	比 希	bi xi	b i x i
r y d e r	赖 德	lai de	l a i d e
z i e g	齐 格	qi ge	q i g e
b e v e n d s o n	贝 文 森	bei wen sen	b e i w e n s e n
m e n s e s	门 塞 斯	men sai si	m e n s a i s i
s w i t h u n	斯 威 森	si wei sen	s i w e i s e n
r a i l i n g	雷 林	lei lin	l e i l i n
r a t h c a v a n	拉 思 卡 文	la si ka wen	l a s i k a w e n
a r u r u	阿 鲁 鲁	a lu lu	a l u l u
r o y e r	罗 耶	luo ye	l u o y e
t i l g h m a n	蒂 尔 曼	di er man	d i e r m a n
s a m m i s	萨 米 斯	sa mi si	s a m i s i
b o d d i g e r	博 迪 格	bo di ge	b o d i g e
m a r t i n i	马 蒂 尼	ma di ni	m a d i n i
c o s t o n	科 斯 顿	ke si dun	k e s i d u n
b e r i n t i a	贝 林 西 娅	bei lin xi ya	b e i l i n x i y a
p o w	鲍	bao	b a o
w o l t m a n	沃 尔 特 曼	wo er te man	w o e r t e m a n
m a c t h o m a s	麦 克 托 马 斯	mai ke tuo ma si	m a i k e t u o m a s i
f l e b b e	弗 莱 比	fu lai bi	f u l a i b i
m o e c k e l	莫 克 尔	mo ke er	m o k e e r
l e f f	莱 夫	lai fu	l a i f u
l y n d a l l	林 德 尔	lin de er	l i n d e e r
m e i g h	米	mi	m i
p o u l e t t	波 利 特	bo li te	b o l i t e
m c e v i l l y	麦 克 维 利	mai ke wei li	m a i k e w e i l i
b a b c o c k	巴 布 科 克	ba bu ke ke	b a b u k e k e
w e l t f i s h	韦 尔 特 菲 什	wei er te fei shi	w e i e r t e f e i s h i
d e r v i l l e	德 维 尔	de wei er	d e w e i e r
p o l i t t	波 利 特	bo li te	b o l i t e
f l a m s o n	弗 拉 姆 森	fu la mu sen	f u l a m u s e n
m u r r a r y	默 拉 里	mo la li	m o l a l i
l a m p l u g h	兰 普 卢	lan pu lu	l a n p u l u
c a n c e	坎 斯	kan si	k a n s i
m a r r o n	马 伦	ma lun	m a l u n
b r i e g l e b	布 里 格 利 布	bu li ge li bu	b u l i g e l i b u
m c k e e v e r	麦 基 弗	mai ji fu	m a i j i f u
r e d e n i u s	雷 德 尼 厄 斯	lei de ni e si	l e i d e n i e s i
p o u l o s	普 洛 斯	pu luo si	p u l u o s i
p o r t m a n	波 特 曼	bo te man	b o t e m a n
d e v i t a	德 维 塔	de wei ta	d e w e i t a
k i t c h e n e r	基 奇 纳	ji qi na	j i q i n a
s v e n n i n g s e n	斯 文 宁 森	si wen ning sen	s i w e n n i n g s e n
g u i c e	盖 斯	gai si	g a i s i
m i t k e	米 特 克	mi te ke	m i t e k e
d o n i n	多 宁	duo ning	d u o n i n g
b r i d l e s	布 赖 德 尔 斯	bu lai de er si	b u l a i d e e r s i
m e a n y	米 尼	mi ni	m i n i
m o n t e s q u i e u	孟 德 斯 鸠	meng de si jiu	m e n g d e s i j i u
h e m a n	希 曼	xi man	x i m a n
w h i t t i n g t o n	惠 廷 顿	hui ting dun	h u i t i n g d u n
g i l l o t	吉 洛 特	ji luo te	j i l u o t e
g a m e	盖 姆	gai mu	g a i m u
o r d e r s	奥 德 斯	ao de si	a o d e s i
v e i t c h	维 奇	wei qi	w e i q i
m i n n a	明 纳	ming na	m i n g n a
c h r i s t o p h e r s	克 里 斯 托 弗 斯	ke li si tuo fu si	k e l i s i t u o f u s i
k y l	凯 尔	kai er	k a i e r
w i s o n	威 森	wei sen	w e i s e n
k i g h l e y	凯 利	kai li	k a i l i
a g a n	阿 甘	a gan	a g a n
s p a n i e r	斯 帕 尼 尔	si pa ni er	s i p a n i e r
s e v e r n s	塞 弗 恩 斯	sai fu en si	s a i f u e n s i
b l a i r f i n d i e	布 莱 尔 芬 迪	bu lai er fen di	b u l a i e r f e n d i
a p p l e y a r d	阿 普 尔 亚 德	a pu er ya de	a p u e r y a d e
o s c o n n o r	奥 斯 康 诺	ao si kang nuo	a o s i k a n g n u o
g r e e n b a c k e r	格 林 巴 克	ge lin ba ke	g e l i n b a k e
e m m e r s o n	埃 默 森	ai mo sen	a i m o s e n
c u n e	丘 恩	qiu en	q i u e n
o m a r i	奥 马 里	ao ma li	a o m a l i
f a i r b u r n	费 尔 伯 恩	fei er bo en	f e i e r b o e n
m e a d o w c r o f t	梅 多 克 罗 夫 特	mei duo ke luo fu te	m e i d u o k e l u o f u t e
b r e n t l i n g e r	布 伦 特 林 格	bu lun te lin ge	b u l u n t e l i n g e
j o e s t e n	乔 斯 顿	qiao si dun	q i a o s i d u n
b a y l i s	贝 利 斯	bei li si	b e i l i s i
g r i b b o n	格 里 本	ge li ben	g e l i b e n
t h e o p h i l a	西 奥 菲 拉	xi ao fei la	x i a o f e i l a
w e g g e l a n d	韦 格 兰	wei ge lan	w e i g e l a n
p o p k i n	波 普 金	bo pu jin	b o p u j i n
g u e d a l l a	圭 达 拉	gui da la	g u i d a l a
d e a r t h	迪 尔 思	di er si	d i e r s i
a w a l t	埃 瓦 尔 特	ai wa er te	a i w a e r t e
f r u c h t m a n	弗 鲁 赫 特 曼	fu lu he te man	f u l u h e t e m a n
a e n g u s	安 格 斯	an ge si	a n g e s i
a l z a d o	阿 尔 萨 多	a er sa duo	a e r s a d u o
d a n i e l l s	丹 尼 尔 斯	dan ni er si	d a n n i e r s i
e m m o t e	埃 莫 特	ai mo te	a i m o t e
c h l u s k i	赫 卢 斯 基	he lu si ji	h e l u s i j i
o x n e r	奥 克 斯 纳	ao ke si na	a o k e s i n a
m c m i l l a n	麦 克 米 伦	mai ke mi lun	m a i k e m i l u n
l u e s l e y	利 斯 利	li si li	l i s i l i
a t l a s	阿 特 拉 斯	a te la si	a t e l a s i
v o s s	沃 斯	wo si	w o s i
d a v o l	达 沃 尔	da wo er	d a w o e r
d o r a l i e	多 拉 利	duo la li	d u o l a l i
s m o a k	斯 莫 克	si mo ke	s i m o k e
m a c c a r t	麦 卡 特	mai ka te	m a i k a t e
l a t e y	莱 蒂	lai di	l a i d i
h a l k i n	霍 尔 金	huo er jin	h u o e r j i n
r e h w i n k l e	雷 温 克 尔	lei wen ke er	l e i w e n k e e r
f r e c e	弗 雷 斯	fu lei si	f u l e i s i
k o n t o s	康 托 斯	kang tuo si	k a n g t u o s i
l o n g b o u r n e	朗 伯 恩	lang bo en	l a n g b o e n
r e e d e s	里 兹	li zi	l i z i
b e n n e l l i c k	比 内 利 克	bi nei li ke	b i n e i l i k e
f u e n t e	富 恩 特	fu en te	f u e n t e
d o m m e r m u t h	多 默 穆 特	duo mo mu te	d u o m o m u t e
b r a u l i c k	布 劳 利 克	bu lao li ke	b u l a o l i k e
r o o m e	鲁 姆	lu mu	l u m u
s o y t h	索 伊 思	suo yi si	s u o y i s i
c r o t h e r s	克 罗 瑟 斯	ke luo se si	k e l u o s e s i
h o u w e l i n g	豪 厄 林	hao e lin	h a o e l i n
w a r r e l l	沃 勒 尔	wo le er	w o l e e r
c a v a g l i e r i	卡 瓦 列 里	ka wa lie li	k a w a l i e l i
t r o u t m a n	特 劳 特 曼	te lao te man	t e l a o t e m a n
s a l e s	塞 尔 斯	sai er si	s a i e r s i
c r e s p i n	克 雷 斯 平	ke lei si ping	k e l e i s i p i n g
h a r t k e m e i e r	哈 特 基 迈 耶	ha te ji mai ye	h a t e j i m a i y e
c o m i e z	科 米 兹	ke mi zi	k e m i z i
c o c k i n g	科 金	ke jin	k e j i n
w o o l a s	伍 勒 斯	wu le si	w u l e s i
d y k e s	戴 克 斯	dai ke si	d a i k e s i
m e s e n b o u r g	梅 森 伯 格	mei sen bo ge	m e i s e n b o g e
c h e s t e r f i e l d	切 斯 特 菲 尔 德	qie si te fei er de	q i e s i t e f e i e r d e
f l a n d i n	弗 兰 丁	fu lan ding	f u l a n d i n g
t y s a l l	泰 索 尔	tai suo er	t a i s u o e r
c a r o l a	卡 萝 拉	ka luo la	k a l u o l a
e a g e r	伊 格	yi ge	y i g e
a d e r	阿 德	a de	a d e
a l a b a s t e r	阿 拉 巴 斯 特	a la ba si te	a l a b a s i t e
m a c k i c h a n	麦 基 琴	mai ji qin	m a i j i q i n
i n s t o n e	因 斯 通	yin si tong	y i n s i t o n g
e n g s t	恩 斯 特	en si te	e n s i t e
b l a s k o	布 拉 斯 科	bu la si ke	b u l a s i k e
b l u c k e	布 卢 克	bu lu ke	b u l u k e
m a u c k	莫 克	mo ke	m o k e
h a v i c e	哈 维 斯	ha wei si	h a w e i s i
m i l e r	米 勒	mi le	m i l e
g a u l	高 尔	gao er	g a o e r
k e y s t o n	基 斯 顿	ji si dun	j i s i d u n
c r o s t o n	克 罗 斯 顿	ke luo si dun	k e l u o s i d u n
t h e o n	西 昂	xi ang	x i a n g
b r o c k h u r s t	布 罗 克 赫 斯 特	bu luo ke he si te	b u l u o k e h e s i t e
s c h e m a n s k y	谢 曼 斯 基	xie man si ji	x i e m a n s i j i
g i l m o u r	吉 尔 摩	ji er mo	j i e r m o
s n a r r	斯 纳 尔	si na er	s i n a e r
m i s c h	米 施	mi shi	m i s h i
w o r l e d g e	沃 利 奇	wo li qi	w o l i q i
i o r w e r t h	约 沃 思	yue wo si	y u e w o s i
d a s c h l e	达 施 勒	da shi le	d a s h i l e
s t r a n d l a n d	斯 特 兰 兰	si te lan lan	s i t e l a n l a n
h o l d g r e i w e	霍 尔 格 雷 韦	huo er ge lei wei	h u o e r g e l e i w e i
m a g a r e t	马 格 雷 特	ma ge lei te	m a g e l e i t e
m c l e a r n	麦 克 勒 恩	mai ke le en	m a i k e l e e n
z i p e r s k i	齐 佩 尔 斯 基	qi pei er si ji	q i p e i e r s i j i
t u r o w	图 罗	tu luo	t u l u o
l u n d i e	伦 迪	lun di	l u n d i
b o w n a s	鲍 纳 斯	bao na si	b a o n a s i
t r e n a m a n	特 里 纳 曼	te li na man	t e l i n a m a n
t o r n a r i t i s	托 纳 里 蒂 斯	tuo na li di si	t u o n a l i d i s i
j e s s o p p	杰 索 普	jie suo pu	j i e s u o p u
a r t z t	阿 茨 特	a ci te	a c i t e
m i c h a l s k i	米 哈 尔 斯 基	mi ha er si ji	m i h a e r s i j i
m c l u h a n	麦 克 卢 汉	mai ke lu han	m a i k e l u h a n
m i l l e r s h i p	米 勒 希 普	mi le xi pu	m i l e x i p u
b o z e l l e	博 泽 尔	bo ze er	b o z e e r
o v e r b y e	奥 弗 比	ao fu bi	a o f u b i
e v e l a n d	埃 夫 兰	ai fu lan	a i f u l a n
f r e d r i c a	弗 雷 德 里 卡	fu lei de li ka	f u l e i d e l i k a
s u e n s o n	休 恩 森	xiu en sen	x i u e n s e n
m c c h e a n e	麦 克 钦	mai ke qin	m a i k e q i n
b o e m i	伯 米	bo mi	b o m i
g a r n e r	加 纳	jia na	j i a n a
b e s c o b y	贝 斯 科 比	bei si ke bi	b e i s i k e b i
l e w i n g t o n	莱 温 顿	lai wen dun	l a i w e n d u n
o s w i u	奥 斯 威 尤	ao si wei you	a o s i w e i y o u
k r a u s h a a r	克 劳 斯 哈 尔	ke lao si ha er	k e l a o s i h a e r
n e u w i r t h	纽 沃 思	niu wo si	n i u w o s i
f l a v e l l	弗 拉 维 尔	fu la wei er	f u l a w e i e r
t h r e l f o r d	思 雷 尔 福 德	si lei er fu de	s i l e i e r f u d e
r o n k i n	龙 金	long jin	l o n g j i n
g a s k i n s	加 斯 金 斯	jia si jin si	j i a s i j i n s i
r o u s e	劳 斯	lao si	l a o s i
v i c k	维 克	wei ke	w e i k e
s a r t w e l l	萨 特 韦 尔	sa te wei er	s a t e w e i e r
c o r n y n	科 宁	ke ning	k e n i n g
f l e i s c h u t	弗 莱 舒 特	fu lai shu te	f u l a i s h u t e
d e l o b e	德 洛 贝	de luo bei	d e l u o b e i
b u c k m a s t e r	巴 克 马 斯 特	ba ke ma si te	b a k e m a s i t e
m a t h e r	马 瑟	ma se	m a s e
h o m a n s	霍 曼 斯	huo man si	h u o m a n s i
t e s s a	特 莎	te sha	t e s h a
c l o o n e y	克 卢 尼	ke lu ni	k e l u n i
r i e n h o f f	林 霍 夫	lin huo fu	l i n h u o f u
w i r t h	沃 思	wo si	w o s i
m a k e p e a c e	梅 克 皮 斯	mei ke pi si	m e i k e p i s i
r u s t o m	拉 斯 托 姆	la si tuo mu	l a s i t u o m u
d a i t c h	戴 奇	dai qi	d a i q i
w y l l y s	威 利 斯	wei li si	w e i l i s i
s t a n s	斯 坦 斯	si tan si	s i t a n s i
b e i t o	贝 托	bei tuo	b e i t u o
i p h i g e n e	伊 菲 吉 妮	yi fei ji ni	y i f e i j i n i
s t r a t t n e r	斯 特 拉 特 纳	si te la te na	s i t e l a t e n a
c y n e w u l f	基 内 伍 尔 夫	ji nei wu er fu	j i n e i w u e r f u
e r d r e i c h	埃 德 赖 希	ai de lai xi	a i d e l a i x i
s i m i c	西 米 克	xi mi ke	x i m i k e
j a y c e e	杰 西	jie xi	j i e x i
y p p e s	伊 普 斯	yi pu si	y i p u s i
k i n v i g	金 维 格	jin wei ge	j i n w e i g e
g r a b a u	格 雷 博	ge lei bo	g e l e i b o
f o l w e l l	福 韦 尔	fu wei er	f u w e i e r
h o d g m a n	霍 奇 曼	huo qi man	h u o q i m a n
r y c r o f t	里 克 罗 夫 特	li ke luo fu te	l i k e l u o f u t e
k a h n e m a n	卡 内 曼	ka nei man	k a n e i m a n
b a s o m	巴 索 姆	ba suo mu	b a s u o m u
c l o s t e r m a n n	克 洛 斯 特 曼	ke luo si te man	k e l u o s i t e m a n
f e n n	芬 恩	fen en	f e n e n
f o y t	福 伊 特	fu yi te	f u y i t e
p a l k	波 尔 克	bo er ke	b o e r k e
m a r a l d o	马 拉 尔 多	ma la er duo	m a l a e r d u o
w r a n g h a m	兰 厄 姆	lan e mu	l a n e m u
k a l e r	卡 勒	ka le	k a l e
b e h l i n g	贝 林	bei lin	b e i l i n
z e n o b i u s	齐 诺 比 厄 斯	qi nuo bi e si	q i n u o b i e s i
k e r i n	凯 琳	kai lin	k a i l i n
v a g u e	韦 格	wei ge	w e i g e
c a s i l l a s	卡 西 拉 斯	ka xi la si	k a x i l a s i
m c b r o o m	麦 克 布 鲁 姆	mai ke bu lu mu	m a i k e b u l u m u
g a s s o n	加 森	jia sen	j i a s e n
b l a c k m a n	布 莱 克 曼	bu lai ke man	b u l a i k e m a n
r e i n o l d	赖 诺 尔 德	lai nuo er de	l a i n u o e r d e
w h a l e b e l l y	惠 尔 贝 利	hui er bei li	h u i e r b e i l i
w e i s t	韦 斯 特	wei si te	w e i s i t e
c a t h n e s s	凯 思 尼 斯	kai si ni si	k a i s i n i s i
t o x e r	托 克 瑟	tuo ke se	t u o k e s e
b a s i e	巴 锡	ba xi	b a x i
f a r y o n	法 里 恩	fa li en	f a l i e n
f l i e g e r s	弗 利 格 斯	fu li ge si	f u l i g e s i
s i e v e r s	西 弗 斯	xi fu si	x i f u s i
b r i n	布 林	bu lin	b u l i n
s t e a d m a n	斯 特 德 曼	si te de man	s i t e d e m a n
s h a u f e l b e r g e r	肖 费 尔 伯 格	xiao fei er bo ge	x i a o f e i e r b o g e
o s r i c	奥 斯 里 克	ao si li ke	a o s i l i k e
s t a n d e n	斯 坦 登	si tan deng	s i t a n d e n g
b u n g o	邦 戈	bang ge	b a n g g e
k r e n t z m a n	克 伦 茨 曼	ke lun ci man	k e l u n c i m a n
o m o h u n d r o	奥 莫 亨 德 罗	ao mo heng de luo	a o m o h e n g d e l u o
f r e s c o	弗 雷 斯 科	fu lei si ke	f u l e i s i k e
n a b	纳 布	na bu	n a b u
a u l i c k	奥 利 克	ao li ke	a o l i k e
b e t t i n g e r	贝 廷 格	bei ting ge	b e i t i n g g e
g u g l i e l m i	古 列 尔 米	gu lie er mi	g u l i e e r m i
b l o o m g a r d e n	布 卢 姆 加 登	bu lu mu jia deng	b u l u m u j i a d e n g
c o l l o c h	科 洛 克	ke luo ke	k e l u o k e
g a r b a	加 巴	jia ba	j i a b a
r o s t r o n	罗 斯 特 伦	luo si te lun	l u o s i t e l u n
m e k l e r	梅 克 勒	mei ke le	m e i k e l e
g e r t y	格 蒂	ge di	g e d i
m a r g o l i e s	马 戈 利 斯	ma ge li si	m a g e l i s i
c l y d e s m u i r	克 莱 兹 米 尔	ke lai zi mi er	k e l a i z i m i e r
h e a t h e r	希 瑟	xi se	x i s e
h a l b i g	哈 尔 比 希	ha er bi xi	h a e r b i x i
c r i t c h l e y	克 里 奇 利	ke li qi li	k e l i q i l i
c h a p o n e	沙 蓬	sha peng	s h a p e n g
a m i d o n	阿 米 登	a mi deng	a m i d e n g
d e n n i n	丹 宁	dan ning	d a n n i n g
s w i n n y	斯 温 尼	si wen ni	s i w e n n i
p r o s t e r m a n	普 罗 斯 特 曼	pu luo si te man	p u l u o s i t e m a n
u r i b u r u	乌 里 布 鲁	wu li bu lu	w u l i b u l u
g r a e f f	格 雷 夫	ge lei fu	g e l e i f u
g i l d e n h o r n	吉 尔 登 霍 恩	ji er deng huo en	j i e r d e n g h u o e n
m u l r o w	马 罗	ma luo	m a l u o
t h r e l k e l d	思 雷 尔 克 德	si lei er ke de	s i l e i e r k e d e
a r e g o o d	阿 雷 古 德	a lei gu de	a l e i g u d e
a d d i t o n	阿 迪 顿	a di dun	a d i d u n
c l a u s e n	克 劳 森	ke lao sen	k e l a o s e n
r a t z m a n	拉 茨 曼	la ci man	l a c i m a n
h o n y w o o d	霍 尼 伍 德	huo ni wu de	h u o n i w u d e
m u s p r a t t	马 斯 普 拉 特	ma si pu la te	m a s i p u l a t e
z e m e n s	泽 门 斯	ze men si	z e m e n s i
p e n d i l	彭 迪 尔	peng di er	p e n g d i e r
w e e v e r s	威 弗 斯	wei fu si	w e i f u s i
s c a t c h a r d	斯 卡 查 德	si ka cha de	s i k a c h a d e
h a r r o w	哈 罗	ha luo	h a l u o
f r e d e l l	弗 雷 德 尔	fu lei de er	f u l e i d e e r
g u e n e v e r e	圭 尼 维 尔	gui ni wei er	g u i n i w e i e r
f i n d e r	芬 德	fen de	f e n d e
c h e r t o f f	切 尔 托 夫	qie er tuo fu	q i e e r t u o f u
d o e t s c h	德 奇	de qi	d e q i
z w i c k y	兹 维 基	zi wei ji	z i w e i j i
t o r e n t i n o s	托 伦 蒂 诺 斯	tuo lun di nuo si	t u o l u n d i n u o s i
s t o t z	斯 托 茨	si tuo ci	s i t u o c i
r o n d e	龙 德	long de	l o n g d e
b o u d r e a u x	布 德 罗	bu de luo	b u d e l u o
m a c c o r k i e	麦 科 基	mai ke ji	m a i k e j i
d i a c o n i s	迪 亚 科 尼 斯	di ya ke ni si	d i y a k e n i s i
m a r i a m	马 里 亚 姆	ma li ya mu	m a l i y a m u
d r y m a l s k i	德 赖 马 尔 斯 基	de lai ma er si ji	d e l a i m a e r s i j i
m i c a e l a	米 凯 拉	mi kai la	m i k a i l a
k o e c h	克 奇	ke qi	k e q i
m a c a u s l a n d	麦 考 斯 兰	mai kao si lan	m a i k a o s i l a n
h u f f c u t t	赫 夫 克 特	he fu ke te	h e f u k e t e
p e r k s	珀 克 斯	po ke si	p o k e s i
m i t c h e m	米 切 姆	mi qie mu	m i q i e m u
u e l s e s	尤 尔 塞 斯	you er sai si	y o u e r s a i s i
w o o l b e r t	伍 尔 伯 特	wu er bo te	w u e r b o t e
h o l m s t e d t	霍 姆 施 泰 特	huo mu shi tai te	h u o m u s h i t a i t e
m e l o d y	梅 洛 迪	mei luo di	m e i l u o d i
k i n g d o m	金 德 姆	jin de mu	j i n d e m u
s e n f f	森 夫	sen fu	s e n f u
k i m p e l	金 佩 尔	jin pei er	j i n p e i e r
s t o r k e	斯 托 克	si tuo ke	s i t u o k e
w a l g r e e n	沃 尔 格 林	wo er ge lin	w o e r g e l i n
j a d o n	杰 登	jie deng	j i e d e n g
n e w s o n	纽 森	niu sen	n i u s e n
p a v e r	佩 弗	pei fu	p e i f u
a n g i n o	安 吉 诺	an ji nuo	a n j i n u o
t o l i n	托 林	tuo lin	t u o l i n
g o f f n e y	戈 夫 尼	ge fu ni	g e f u n i
k r a u s k o p f	克 劳 斯 科 普 夫	ke lao si ke pu fu	k e l a o s i k e p u f u
b r o s s m a n	布 罗 斯 曼	bu luo si man	b u l u o s i m a n
b e e r y	比 里	bi li	b i l i
w h o r t e r	沃 特	wo te	w o t e
p e d l e y	佩 德 利	pei de li	p e i d e l i
m u g l i s t o n	马 格 利 斯 顿	ma ge li si dun	m a g e l i s i d u n
b e r r e s f o r d	贝 雷 斯 福 德	bei lei si fu de	b e i l e i s i f u d e
s h a z o	谢 佐	xie zuo	x i e z u o
g o l d r e i	戈 德 里	ge de li	g e d e l i
e m b l e t o n	恩 布 尔 顿	en bu er dun	e n b u e r d u n
s t r a n d l u n d	斯 特 兰 隆	si te lan long	s i t e l a n l o n g
i z o n	艾 宗	ai zong	a i z o n g
h i c k s o n	希 克 森	xi ke sen	x i k e s e n
d e t e r m a n	德 特 曼	de te man	d e t e m a n
t a n k e r v i l l e	坦 克 维 尔	tan ke wei er	t a n k e w e i e r
a c c o r s i	阿 科 尔 西	a ke er xi	a k e e r x i
s o u t h b y	索 思 比	suo si bi	s u o s i b i
u r m s o n	厄 姆 森	e mu sen	e m u s e n
i n k s t e r	英 克 斯 特	ying ke si te	y i n g k e s i t e
f r i t e r s	弗 里 特 斯	fu li te si	f u l i t e s i
w a n d	万 德	wan de	w a n d e
l o w e t h	洛 思	luo si	l u o s i
w r o b l e w s k i	弗 罗 布 莱 夫 斯 基	fu luo bu lai fu si ji	f u l u o b u l a i f u s i j i
c a n e l a s	卡 内 拉 斯	ka nei la si	k a n e i l a s i
m a c r i a d y	麦 克 里 亚 迪	mai ke li ya di	m a i k e l i y a d i
s t u m a n	斯 图 曼	si tu man	s i t u m a n
s t a n s m o r e	斯 坦 斯 莫 尔	si tan si mo er	s i t a n s i m o e r
l a n g	兰	lan	l a n
e m e n h i s e r	埃 门 希 泽	ai men xi ze	a i m e n x i z e
w i l b e r m	威 尔 伯 姆	wei er bo mu	w e i e r b o m u
q u e l l e	奎 尔	kui er	k u i e r
c o b e r m a n	科 伯 曼	ke bo man	k e b o m a n
v o l d	沃 尔 德	wo er de	w o e r d e
b e l l a m y	贝 拉 米	bei la mi	b e i l a m i
b l a n c h e r i	布 兰 切 里	bu lan qie li	b u l a n q i e l i
k a r e n e	卡 琳	ka lin	k a l i n
s u r p l i c e	瑟 普 利 斯	se pu li si	s e p u l i s i
g a n s l e r	甘 斯 勒	gan si le	g a n s i l e
g a r r i g a n	加 里 根	jia li gen	j i a l i g e n
w o e r k o m	韦 科 姆	wei ke mu	w e i k e m u
h o r m e r	霍 默	huo mo	h u o m o
m e l a n d	梅 兰	mei lan	m e i l a n
s t e f f a n	斯 蒂 芬	si di fen	s i d i f e n
h a r r a h i l l	哈 拉 希 尔	ha la xi er	h a l a x i e r
c o s e n z a	科 森 扎	ke sen zha	k e s e n z h a
d o n o f r i o	多 诺 弗 里 奥	duo nuo fu li ao	d u o n u o f u l i a o
d o b y n s	多 宾 斯	duo bin si	d u o b i n s i
v a n n o y	范 诺 伊	fan nuo yi	f a n n u o y i
c o s t i n	科 斯 廷	ke si ting	k e s i t i n g
r e s n i c k	雷 斯 尼 克	lei si ni ke	l e i s i n i k e
i d r i s	伊 德 里 斯	yi de li si	y i d e l i s i
j a d y n	杰 丁	jie ding	j i e d i n g
l i p p o l d	利 波 尔 德	li bo er de	l i b o e r d e
